MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalChurn,MaxChurn,AvgChurn,NFix,IsBuggy
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCloseSubscriptionRequestFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMsg(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsg(),3,0,0,0,0,0,0,2,1,5,5,4,2.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMsg(org.apache.hedwig.protocol.PubSubProtocol.Message),3,11,1,2,2,0,0,2,1,11,11,6,5.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMsg(org.apache.hedwig.protocol.PubSubProtocol.Message.Builder),3,8,1,1,1,0,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeMsg(org.apache.hedwig.protocol.PubSubProtocol.Message),3,14,1,2,2,0,0,2,1,14,14,9,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMsg(),3,8,0,1,1,0,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgBuilder(),3,3,0,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasOptions(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptions(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptionsOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageBound(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBound(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageFilter(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageFilter(),3,0,0,0,0,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageWindowSize(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageWindowSize(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageFilterBytes(),3,9,0,1,1,0,2,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),3,15,1,5,1,0,0,4,2,15,15,9,3.7500,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setOptions(org.apache.hedwig.protocol.PubSubProtocol.Map),3,11,1,2,2,0,0,2,1,11,11,11,5.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setOptions(org.apache.hedwig.protocol.PubSubProtocol.Map.Builder),3,8,1,1,1,0,0,2,1,8,8,8,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeOptions(org.apache.hedwig.protocol.PubSubProtocol.Map),3,14,1,2,2,0,0,2,1,14,14,14,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearOptions(),3,8,0,1,1,0,0,2,1,8,8,8,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptionsBuilder(),3,3,0,0,0,0,0,2,1,3,3,3,1.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptionsFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageBound(int),3,4,1,0,0,1,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageBound(),3,4,0,0,0,1,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageFilter(String),3,7,1,1,1,1,0,2,1,7,7,7,3.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageFilter(),3,4,0,0,0,1,0,2,1,4,4,4,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageFilter(com.google.protobuf.ByteString),3,3,1,0,0,1,0,2,1,3,3,3,1.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageWindowSize(int),3,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageWindowSize(),3,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscriberId(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriberId(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCreateOrAttach(),3,0,0,0,0,0,0,3,1,1,1,1,0.3333,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCreateOrAttach(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSynchronous(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSynchronous(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasPreferences(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferences(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferencesOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasForceAttach(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getForceAttach(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest),3,21,1,7,1,0,0,4,1,21,21,12,5.2500,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscriberId(com.google.protobuf.ByteString),3,7,1,1,1,0,0,2,1,7,7,6,3.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSubscriberId(),3,4,0,0,0,0,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCreateOrAttach(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.CreateOrAttach),3,7,1,1,1,1,0,3,1,7,7,6,2.3333,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearCreateOrAttach(),3,4,0,0,0,1,0,3,1,4,4,3,1.3333,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSynchronous(boolean),3,4,1,0,0,1,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSynchronous(),3,4,0,0,0,1,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPreferences(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),3,11,1,2,2,1,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPreferences(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences.Builder),3,8,1,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergePreferences(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),3,14,1,2,2,1,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearPreferences(),3,8,0,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferencesBuilder(),3,3,0,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferencesFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setForceAttach(boolean),3,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearForceAttach(),3,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasEnableResubscribe(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEnableResubscribe(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionOptions),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionOptions),3,24,1,8,1,0,0,6,2,24,24,9,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setEnableResubscribe(boolean),3,4,1,0,0,1,0,2,1,4,4,4,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearEnableResubscribe(),3,4,0,0,0,1,0,2,1,4,4,4,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),3,9,1,3,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasEvent(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEvent(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setEvent(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEvent),3,7,1,1,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearEvent(),3,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStatusCode(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStatusCode(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStatusMsg(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStatusMsg(),3,0,0,0,0,0,0,2,1,8,8,7,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessage(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessage(),3,0,0,0,0,0,0,2,1,5,5,4,2.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasResponseBody(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getResponseBody(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getResponseBodyOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStatusMsgBytes(),3,9,0,1,1,0,2,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse),3,27,1,9,1,0,0,2,2,27,27,24,13.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStatusCode(org.apache.hedwig.protocol.PubSubProtocol.StatusCode),3,7,1,1,1,1,0,2,1,7,7,6,3.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStatusCode(),3,4,0,0,0,1,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStatusMsg(String),3,7,1,1,1,1,0,1,1,7,7,7,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStatusMsg(),3,4,0,0,0,1,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStatusMsg(com.google.protobuf.ByteString),3,3,1,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessage(org.apache.hedwig.protocol.PubSubProtocol.Message),3,11,1,2,2,1,0,2,1,11,11,6,5.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessage(org.apache.hedwig.protocol.PubSubProtocol.Message.Builder),3,8,1,1,1,1,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeMessage(org.apache.hedwig.protocol.PubSubProtocol.Message),3,14,1,2,2,1,0,2,1,14,14,9,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessage(),3,8,0,1,1,1,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBuilder(),3,3,0,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setResponseBody(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody),3,11,1,2,2,1,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setResponseBody(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody.Builder),3,8,1,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeResponseBody(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody),3,14,1,2,2,1,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearResponseBody(),3,8,0,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getResponseBodyBuilder(),3,3,0,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getResponseBodyFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasPublishedMsgId(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishedMsgId(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishedMsgIdOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.PublishResponse),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PublishResponse),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPublishedMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),3,11,1,2,2,0,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPublishedMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder),3,8,1,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergePublishedMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),3,14,1,2,2,0,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearPublishedMsgId(),3,8,0,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishedMsgIdBuilder(),3,3,0,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishedMsgIdFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscribeResponse),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscribeResponse),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasPublishResponse(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishResponse(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishResponseOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscribeResponse(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeResponse(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeResponseOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscriptionEvent(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriptionEvent(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriptionEventOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody),3,12,1,4,1,0,0,3,2,12,12,6,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPublishResponse(org.apache.hedwig.protocol.PubSubProtocol.PublishResponse),3,11,1,2,2,0,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPublishResponse(org.apache.hedwig.protocol.PubSubProtocol.PublishResponse.Builder),3,8,1,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergePublishResponse(org.apache.hedwig.protocol.PubSubProtocol.PublishResponse),3,14,1,2,2,0,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearPublishResponse(),3,8,0,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishResponseBuilder(),3,3,0,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishResponseFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscribeResponse(org.apache.hedwig.protocol.PubSubProtocol.SubscribeResponse),3,11,1,2,2,1,0,1,1,11,11,11,11.0000,0,no
