fullyQualifiedName,firstCommit,#Commits
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSrcRegion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMsgId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgIdOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasHeader(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getHeader(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getHeaderOrBuilder(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.Message),,0
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.Message),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setBody(com.google.protobuf.ByteString),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearBody(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSrcRegion(com.google.protobuf.ByteString),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSrcRegion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMsgId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgIdBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgIdFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setHeader(org.apache.hedwig.protocol.PubSubProtocol.MessageHeader),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setHeader(org.apache.hedwig.protocol.PubSubProtocol.MessageHeader.Builder),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeHeader(org.apache.hedwig.protocol.PubSubProtocol.MessageHeader),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearHeader(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getHeaderBuilder(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getHeaderFieldBuilder(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasRegion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRegion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSeqId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSeqId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId),,0
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId),,0
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setRegion(com.google.protobuf.ByteString),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearRegion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSeqId(long),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSeqId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasLocalComponent(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getLocalComponent(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsList(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponents(int),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsCount(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsOrBuilderList(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsOrBuilder(int),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),,0
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setLocalComponent(long),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearLocalComponent(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/ensureRemoteComponentsIsMutable(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setRemoteComponents(int, org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId)",commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setRemoteComponents(int, org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder)",commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRemoteComponents(org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRemoteComponents(int, org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId)",commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRemoteComponents(org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRemoteComponents(int, org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder)",commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addAllRemoteComponents(java.lang.Iterable),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearRemoteComponents(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/removeRemoteComponents(int),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsBuilder(int),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRemoteComponentsBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRemoteComponentsBuilder(int),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsBuilderList(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRemoteComponentsFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasProtocolVersion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getProtocolVersion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasType(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getType(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getTriedServersList(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getTriedServersCount(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getTriedServers(int),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasTxnId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getTxnId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasShouldClaim(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getShouldClaim(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasTopic(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getTopic(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasPublishRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishRequestOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscribeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeRequestOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasConsumeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getConsumeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getConsumeRequestOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasUnsubscribeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getUnsubscribeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getUnsubscribeRequestOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStopDeliveryRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStopDeliveryRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStopDeliveryRequestOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStartDeliveryRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStartDeliveryRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStartDeliveryRequestOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCloseSubscriptionRequest(),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCloseSubscriptionRequest(),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCloseSubscriptionRequestOrBuilder(),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest),,0
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setProtocolVersion(org.apache.hedwig.protocol.PubSubProtocol.ProtocolVersion),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearProtocolVersion(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setType(org.apache.hedwig.protocol.PubSubProtocol.OperationType),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearType(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/ensureTriedServersIsMutable(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setTriedServers(int, com.google.protobuf.ByteString)",commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addTriedServers(com.google.protobuf.ByteString),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addAllTriedServers(java.lang.Iterable),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearTriedServers(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setTxnId(long),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearTxnId(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setShouldClaim(boolean),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearShouldClaim(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setTopic(com.google.protobuf.ByteString),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearTopic(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPublishRequest(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPublishRequest(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergePublishRequest(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearPublishRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPublishRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeSubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSubscribeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setConsumeRequest(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setConsumeRequest(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeConsumeRequest(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearConsumeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getConsumeRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getConsumeRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setUnsubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setUnsubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeUnsubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearUnsubscribeRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getUnsubscribeRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getUnsubscribeRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStopDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStopDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeStopDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStopDeliveryRequest(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStopDeliveryRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStopDeliveryRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStartDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStartDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest.Builder),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
